CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x1a293e8),Room Cap
42060,SPAN,5101,7,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH I,Mendoza  Abner M.,TR      1700 1815 WILSON 207 (Class)`R       1700 1900 WILSON 207 (Exam),Main,,3,24,0,0,25,-1,28
42062,SPAN,5101,8,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH I,STAFF,,Main,,3,0,0,0,0,0,
42063,SPAN,5101,9,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH I,Guldin  Nubia,TR      1830 1945 BUNCE 348 (Class)`R       1900 2100 BUNCE 348 (Exam),Main,,3,24,0,0,21,3,24
42072,SPAN,5101,10,Full Term ... `01-SEP to 20-DEC,Day,SPANISH I,Moncrief  Cathy A,MW      0930 1045 JAMES 2104 (Class)`W       1015 1215 JAMES 2104 (Exam),Main,,3,24,0,0,24,0,30
42073,SPAN,5101,11,Full Term ... `01-SEP to 20-DEC,Day,SPANISH I,Moncrief  Cathy A,MW      1100 1215 JAMES 2104 (Class)`M       1015 1215 JAMES 2104 (Exam),Main,,3,24,0,0,24,0,30
42078,SPAN,5101,12,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH I,STAFF,,Camden,,3,0,0,0,0,0,
42074,SPAN,5101,13,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH I,Alacqua  Paola W.,MW      1830 1945 BUNCE 303 (Class)`W       1900 2100 BUNCE 303 (Exam),Main,,3,24,0,0,24,0,24
42064,SPAN,5101,14,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH I,Guldin  Nubia,MW      2000 2115 BUNCE 205 (Class)`W       2100 2300 BUNCE 205 (Exam),Main,,3,24,0,0,20,4,24
41957,SPAN,5102,1,Full Term ... `01-SEP to 20-DEC,Day,SPANISH II Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Mas Serna  Maria Esther,TR      1100 1215 BUNCE 104 (Class)`T       1015 1215 BUNCE 104 (Exam),Main,,3,24,0,0,23,1,24
42036,SPAN,5102,2,Full Term ... `01-SEP to 20-DEC,Day,SPANISH II Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Clark  Lynda-Nell I,TR      0930 1045 BUNCE 205 (Class)`R       1015 1215 BUNCE 205 (Exam),Main,,3,24,0,0,23,1,24
42066,SPAN,5102,3,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH II Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Perez  Lissette,MW      1830 1945 BUNCE 205 (Class)`W       1900 2100 BUNCE 205 (Exam),Main,,3,24,0,0,19,5,24
42059,SPAN,5102,4,Full Term ... `01-SEP to 20-DEC,Day,SPANISH II Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Mendoza  Abner M.,TR      1530 1645 BUNCE 321 (Class)`T       1445 1645 BUNCE 321 (Exam),Main,,3,24,0,0,23,1,24
42061,SPAN,5102,5,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH II Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,STAFF,,Main,,3,0,0,0,0,0,
41955,SPAN,5201,1,Full Term ... `01-SEP to 20-DEC,Day,SPANISH III Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Mas Serna  Maria Esther,MW      0930 1045 BUNCE 205 (Class)`W       1015 1215 BUNCE 205 (Exam),Main,,3,24,0,0,23,1,24
41956,SPAN,5201,2,Full Term ... `01-SEP to 20-DEC,Day,SPANISH III Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Mas Serna  Maria Esther,MW      1230 1345 JAMES 2104 (Class)`W       1230 1430 JAMES 2104 (Exam),Main,,3,24,0,0,23,1,30
42057,SPAN,5201,3,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH III Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Reina-Nieves  Sara C.,TR      1830 1945 LBRARY 578 (Class)`R       1900 2100 LBRARY 578 (Exam),Main,,3,24,0,0,11,13,32
42033,SPAN,5211,1,Full Term ... `01-SEP to 20-DEC,Day,SPANISH RDG/CONVERS Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Poteau  Christine E,TR      1230 1345 WILSON 203 (Class)`R       1230 1430 WILSON 203 (Exam),Main,,3,24,0,0,24,0,24
42056,SPAN,5211,2,Full Term ... `01-SEP to 20-DEC,Evening,SPANISH RDG/CONVERS Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Reina-Nieves  Sara C.,TR      1700 1815 LBRARY 578 (Class)`R       1700 1900 LBRARY 578 (Exam),Main,,3,24,0,0,26,-2,32
42023,SPAN,5212,1,Full Term ... `01-SEP to 20-DEC,Day,SPANISH RDG & COMP Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Santos-Quinones  Lorena A.I.,MW      1400 1515 JAMES 2104 (Class)`W       1445 1645 JAMES 2104 (Exam),Main,,3,24,1,1,21,2,30
42024,SPAN,5212,2,Full Term ... `01-SEP to 20-DEC,Day,SPANISH RDG & COMP Prerequisite waiver available through placement exam.  Please contact mas@rowan.edu`,Santos-Quinones  Lorena A.I.,TR      1400 1515 BUNCE 321 (Class)`R       1445 1645 BUNCE 321 (Exam),Main,,3,24,1,0,16,8,24
41948,SPAN,5301,1,Full Term ... `01-SEP to 20-DEC,Day,APPREC OF HISPANIC LITERATURE,Kaplis-Hohwald  Laurie A.,MW      1230 1345 BUNCE 205 (Class)`W       1230 1430 BUNCE 205 (Exam),Main,,3,24,0,0,9,15,24
41954,SPAN,5302,1,Full Term ... `01-SEP to 20-DEC,Day,INTRO HISPANIC LINGUISTICS,Manley  Marilyn Suzanne,TR      1230 1345 BUNCE 105 (Class)`R       1230 1430 BUNCE 105 (Exam),Main,,3,24,0,0,17,7,30
42031,SPAN,5312,1,Full Term ... `01-SEP to 20-DEC,Day,SPANISH FOR BUSINESS A,Poteau  Christine E,TR      1530 1645 BUNCE 205 (Class)`T       1445 1645 BUNCE 205 (Exam),Main,,3,24,0,0,16,8,24
41950,SPAN,5324,1,Full Term ... `01-SEP to 20-DEC,Day,SPANISH AMER CIV/CUL,Madero  Roberto,WF      0930 1045 BUNCE 304 (Class)`F       1015 1215 BUNCE 304 (Exam),Main,,3,22,0,0,18,4,22
41944,SPAN,5326,1,Full Term ... `01-SEP to 20-DEC,Day,SPANISH NOVEL,Kaplis-Hohwald  Laurie A.,TR      1400 1515 BUNCE 304 (Class)`R       1445 1645 BUNCE 304 (Exam),Main,,3,22,0,0,7,15,22
41946,SPAN,5409,1,Full Term ... `01-SEP to 20-DEC,Day,ADV SPAN GRAM/COMP-WI,Kaplis-Hohwald  Laurie A.,MW      1400 1515 BUNCE 205 (Class)`W       1445 1645 BUNCE 205 (Exam),Main,,3,24,0,0,9,15,24
42032,SPAN,5440,1,Full Term ... `01-SEP to 20-DEC,Day,SP TP FRGN LNG:INTRO SPAN INT Introduction to Spanish Interpretation`,Poteau  Christine E,MW      1530 1645 JAMES 2104 (Class)`M       1445 1645 JAMES 2104 (Exam),Main,,3,24,0,0,5,19,30
43698,SPED,8130,1,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Matthews  Kriston,   ,Online,,3,26,0,0,25,1,
43699,SPED,8130,2,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Herbst  John R.,   ,Online,,3,26,0,0,26,0,
43700,SPED,8130,3,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Shuff  Margaret,   ,Online,,3,26,0,0,25,1,
43701,SPED,8130,4,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Geverd  Susan L,   ,Online,,3,26,0,0,26,0,
43702,SPED,8130,5,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Accardo  Amy L.,   ,Online,,3,26,0,0,25,1,
43703,SPED,8130,6,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Lee  Jiyeon,   ,Online,,3,26,0,0,26,0,
43704,SPED,8130,7,Department Session CGE Assist ... `25-OCT to 19-DEC,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Edwards  Nicole Megan,   ,Online,,3,26,0,0,26,0,
43705,SPED,8130,8,Department Session CGE Assist ... `25-OCT to 19-DEC,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Matthews  Kriston,   ,Online,,3,26,0,0,27,-1,
43706,SPED,8130,9,Department Session CGE Assist ... `25-OCT to 19-DEC,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Randel  Maryl Ann,   ,Online,,3,26,0,0,27,-1,
43707,SPED,8130,10,Department Session CGE Assist ... `25-OCT to 19-DEC,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Lee  Jiyeon,   ,Online,,3,26,0,0,27,-1,
43683,SPED,8130,11,Full Term ... `01-SEP to 20-DEC,Day,HONR HUMAN EXCEPTIONALITY,Edwards  Nicole Megan,W       1400 1515 JAMES 3099 (Class)`W       1445 1645 JAMES 3099 (Exam)`W       1530 1645 JAMES 3099 (Class),Main,,3,20,0,0,10,10,30
45040,SPED,8130,12,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Geverd  Susan L,   ,Online,,3,25,0,0,25,0,
45255,SPED,8130,13,Department Session CGE Assist ... `25-OCT to 19-DEC,Online,HUMAN EXCEPTIONALITY ONLINE.  AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Atweh  Aziz Ghassan,   ,Online,,3,25,0,0,7,18,
42972,SPED,8130, 1C,CGCE Module One Online ... `30-AUG to 24-OCT,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Lippman  Ethel F.,   ,Online,Materials `Required,3,26,0,0,26,0,
43684,SPED,8307,2,Full Term ... `01-SEP to 20-DEC,Day,ASSESS STDS EXCPTNL LRN NDS,Vitalone Raccaro  Nancy A,F       0930 1045 JAMES 3099 (Class)`F       1015 1215 JAMES 3099 (Exam)`F       1100 1215 JAMES 3099 (Class),Main,,3,25,0,0,4,21,30
42973,SPED,8307, 1C,CGCE Module Two Online ... `25-OCT to 19-DEC,Online,ASSESS STDS EXCPTNL LRN NDS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Vitalone Raccaro  Nancy A,   ,Online,Materials `Required,3,25,0,0,18,7,
43685,SPED,8308,1,Full Term ... `01-SEP to 20-DEC,Evening,ASSIST TECH/TRANS PLANNING,Sheppard  Mary Erin,T       1700 1815 JAMES 3099 (Class)`T       1700 1900 JAMES 3099 (Exam)`T       1830 1945 JAMES 3099 (Class),Main,,3,25,0,0,10,15,30
42974,SPED,8308, 1C,CGCE Module One Online ... `30-AUG to 24-OCT,Online,ASSIST TECH/TRANS PLANNING ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Shuff  Margaret,   ,Online,Materials `Required,3,25,0,0,16,9,
43634,SPED,8316,1,Full Term ... `01-SEP to 20-DEC,Day,DIFFERENTIATED INST INCL CLS,STAFF,,Main,,2,0,0,0,0,0,
43686,SPED,8316,2,Full Term ... `01-SEP to 20-DEC,Day,DIFFERENTIATED INST INCL CLS,Elder  Brent Carson,T       1015 1215 JAMES 3091B (Exam)`T       1100 1245 JAMES 3091B (Class),Main,,2,0,0,0,6,-6,36
43687,SPED,8316,3,Full Term ... `01-SEP to 20-DEC,Evening,DIFFERENTIATED INST INCL CLS,Randel  Maryl Ann,T       2000 2140 JAMES 3091B (Class)`T       2100 2300 JAMES 3091B (Exam),Main,,2,0,0,0,17,-17,36
43688,SPED,8316,4,Full Term ... `01-SEP to 20-DEC,Day,DIFFERENTIATED INST INCL CLS,Doorman  Diane B.,T       0800 0940 JAMES 3102 (Class)`T       0800 1000 JAMES 3102 (Exam),Main,,2,0,0,0,8,-8,30
43689,SPED,8316,5,Full Term ... `01-SEP to 20-DEC,Day,DIFFERENTIATED INST INCL CLS,Shuff  Margaret,R       1230 1410 JAMES 1128 (Class)`R       1230 1430 JAMES 1128 (Exam),Main,,2,0,0,0,22,-22,30
43690,SPED,8316,6,Full Term ... `01-SEP to 20-DEC,Day,DIFFERENTIATED INST INCL CLS SME only`,Accardo  Amy L.,T       0800 1000 JAMES 3091B (Exam)`T       0900 1040 JAMES 3091B (Class),Main,,2,0,0,0,13,-13,36
43691,SPED,8316,7,Full Term ... `01-SEP to 20-DEC,Day,DIFFERENTIATED INST INCL CLS,STAFF,,Main,,2,0,0,0,0,0,
43692,SPED,8316,8,Full Term ... `01-SEP to 20-DEC,Day,DIFFERENTIATED INST INCL CLS SME only`,Kluttz-Drye  Benita,F       1230 1410 JAMES 3102 (Class)`F       1445 1645 JAMES 3102 (Exam),Main,,2,0,0,0,13,-13,30
43693,SPED,8316,9,Department Session CGE Assist ... `25-OCT to 19-DEC,Online,DIFFERENTIATED INST INCL CLS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Sheppard  Mary Erin,   ,Online,,2,0,0,0,16,-16,
43635,SPED,8316,10,Full Term ... `01-SEP to 20-DEC,Online,DIFFER INST INCL CLS SME SME only ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Doorman  Diane B.,   ,Online,,2,0,0,0,21,-21,
43636,SPED,8316,11,Full Term ... `01-SEP to 20-DEC,Online,DIFFERENTIATED INST INCL CLS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Kluttz-Drye  Benita,   ,Online,,2,0,0,0,22,-22,
42975,SPED,8316, 1C,CGCE Module One Online ... `30-AUG to 24-OCT,Online,DIFFERENTIATED INST INCL CLS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Doorman  Diane B.,   ,Online,Materials `Required,2,25,0,0,17,8,
42976,SPED,8350, 1C,Full Term ... `01-SEP to 20-DEC,Day,PRACT IN SPECIAL EDUCATION I STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD.`,Sheppard  Mary Erin,   ,Off-campus,,1,25,0,0,19,6,
43637,SPED,8351,1,Full Term ... `01-SEP to 20-DEC,Day,PRACT IN SPECIAL EDUCATION II,Shuff  Margaret,   ,Off-campus,,1,25,0,0,18,7,
42977,SPED,8351, 1C,Full Term ... `01-SEP to 20-DEC,Day,PRACT IN SPECIAL EDUCATION II STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD.`,Shuff  Margaret,   ,Off-campus,Materials `Required,1,25,0,0,5,20,
43694,SPED,8360,1,Full Term ... `01-SEP to 20-DEC,Evening,POS BEH SPT SYS STU EX LR ND,STAFF,,Main,,3,0,0,0,0,0,
42978,SPED,8360, 1C,CGCE Module One Online ... `30-AUG to 24-OCT,Online,POS BEH SPT SYS STU EX LR ND ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Berroyer  Diane Castano,   ,Online,Materials `Required,3,25,0,0,19,6,
43695,SPED,8415,1,Full Term ... `01-SEP to 20-DEC,Evening,SP INST STU EXPTNL LRN NDS,Sheppard  Mary Erin,W       1830 1945 JAMES 3102 (Class)`W       1900 2100 JAMES 3102 (Exam)`W       2000 2115 JAMES 3102 (Class),Main,,3,30,0,0,12,18,30
43696,SPED,8415,2,Full Term ... `01-SEP to 20-DEC,Evening,SP INST STU EXPTNL LRN NDS,STAFF,,Main,,3,0,0,0,0,0,
42979,SPED,8415, 1C,CGCE Module Two Online ... `25-OCT to 19-DEC,Online,SP INST STU EXPTNL LRN NDS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Finch  Joan,   ,Online,Materials `Required,3,25,0,0,15,10,
42980,SPED,8445, 1C,Department Session CGE Assist ... `06-SEP to 31-OCT,Online,CLIN SEM SPECIAL EDUC ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD. Please note: field experience requires an application and placement confirmation for registration.`,Shuff  Margaret,   ,Online,Materials `Required,2,0,0,0,4,-4,
43638,SPED,8450,1,Full Term ... `01-SEP to 20-DEC,Day,CLIN PRAC SPECIAL EDUC,STAFF,,Off-campus,,4,0,0,0,0,0,
42981,SPED,8450, 1C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN PRAC SPECIAL EDUC STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD. Please note: field experience requires an application and placement confirmation for registration.`,Christman  Janet F.,   ,Off-campus,,4,0,0,0,2,-2,
44921,SPED,8450, 2C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN PRAC SPECIAL EDUC STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD. Please note: field experience requires an application and placement confirmation for registration.`,STAFF,,Off-campus,,4,0,0,0,0,0,
44922,SPED,8450, 3C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN PRAC SPECIAL EDUC STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD. Please note: field experience requires an application and placement confirmation for registration.`,STAFF,,Off-campus,,4,0,0,0,0,0,
44923,SPED,8450, 4C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN PRAC SPECIAL EDUC STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD. Please note: field experience requires an application and placement confirmation for registration.`,STAFF,,Off-campus,,4,0,0,0,0,0,
44924,SPED,8450, 5C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN PRAC SPECIAL EDUC STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD. Please note: field experience requires an application and placement confirmation for registration.`,Cullingford  George Rocco,   ,Off-campus,,4,0,0,0,2,-2,
43697,SPED,8515,1,Full Term ... `01-SEP to 20-DEC,Evening,CURRIC/INSTR/TRANS-SPEC ED,STAFF,,Main,,3,0,0,0,0,0,
43639,SPED,8520,1,Full Term ... `01-SEP to 20-DEC,Day,CLIN EXP IN SPECIAL ED,Paparo  Nanci L,   ,Off-campus,,4,50,0,0,1,49,
44966,SPED,8520,2,Full Term ... `01-SEP to 20-DEC,Day,CLIN EXP IN SPECIAL ED,Cullingford  George Rocco,   ,Off-campus,,4,0,0,0,1,-1,
44967,SPED,8520,3,Full Term ... `01-SEP to 20-DEC,Day,CLIN EXP IN SPECIAL ED,Kluttz-Drye  Benita,   ,Off-campus,,4,0,0,0,1,-1,
44968,SPED,8520,4,Full Term ... `01-SEP to 20-DEC,Day,CLIN EXP IN SPECIAL ED,STAFF,,Off-campus,,4,0,0,0,0,0,
42943,SPED,8520, 1C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Xin  Joy F.,   ,Off-campus,,4,0,0,0,2,-2,
44943,SPED,8520, 2C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,STAFF,,Off-campus,,4,0,0,0,0,0,
44944,SPED,8520, 3C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Christman  Janet F.,   ,Off-campus,,4,0,0,0,3,-3,
44945,SPED,8520, 4C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Cullingford  George Rocco,   ,Off-campus,,4,0,0,0,4,-4,
44946,SPED,8520, 5C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,STAFF,,Off-campus,,4,0,0,0,0,0,
44947,SPED,8520, 6C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,STAFF,,Off-campus,,4,0,0,0,0,0,
44948,SPED,8520, 7C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Kluttz-Drye  Benita,   ,Off-campus,,4,0,0,0,1,-1,
44949,SPED,8520, 8C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Evans  Carol A.,   ,Off-campus,,4,0,0,0,2,-2,
44950,SPED,8520, 9C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Kleeman  Debra R,   ,Off-campus,,4,0,0,0,1,-1,
44951,SPED,8520,10C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Lippincott  Deborah,   ,Off-campus,,4,0,0,0,4,-4,
44952,SPED,8520,11C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Paparo  Nanci L,   ,Off-campus,,4,0,0,0,2,-2,
44953,SPED,8520,12C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Zapotocky  Adrian Andrew,   ,Off-campus,,4,0,0,0,1,-1,
44954,SPED,8520,13C,Department Session CGE Assist ... `06-SEP to 31-OCT,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETING. FOR EXTENSION IIE PROGRAMS. Please note: field experience requires an application and placement confirmation for registration.`,Zozula  Gloria Dempsey,   ,Off-campus,,4,0,0,0,7,-7,
42945,SPED,8555, 1C,CGCE Module One Online ... `30-AUG to 24-OCT,Online,ED PSYCH EXCEPT LRNS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION IIE PROGRAMS.`,Lippman  Ethel F.,   ,Online,Materials `Required,3,25,0,0,27,-2,
42946,SPED,8555, 2C,CGCE Module One Online ... `30-AUG to 24-OCT,Online,ED PSYCH EXCEPT LRNS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION IIE PROGRAMS.`,Herbst  John R.,   ,Online,Materials `Required,3,25,0,0,26,-1,
43522,SPSY,6627,1,Full Term ... `01-SEP to 20-DEC,Evening,COG ASSESS DATA-BAS DEC MKNG,Callueng  Carmelo Macarubbo,M       1700 1900 JAMES 1119 (Exam)`M       1700 1930 JAMES 1119 (Class),Main,,3,12,0,0,13,-1,32
43523,SPSY,6627,2,Full Term ... `01-SEP to 20-DEC,Evening,COG ASSESS DATA-BAS DEC MKNG,Yanek  Kelly Renee,M       1900 2100 JAMES 1119 (Exam)`M       1945 2215 JAMES 1119 (Class),Main,,3,12,0,0,14,-2,32
43528,SPSY,6629,1,Full Term ... `01-SEP to 20-DEC,Evening,BEHAV-SOC ASSES DATA-BS DEC MK,Williams  Barbara Bole,W       1700 1900 JAMES 1119 (Exam)`W       1700 1930 JAMES 1119 (Class),Main,,3,12,0,0,26,-14,32
43529,SPSY,8545,1,Full Term ... `01-SEP to 20-DEC,Evening,HOME/SCHOOL/COMM COLLABORAT,Santo  Jane,T       1900 2100 JAMES 3110 (Exam)`T       1945 2215 JAMES 3110 (Class),Main,,3,25,0,0,24,1,36
43525,SPSY,22623,1,Full Term ... `01-SEP to 20-DEC,Evening,INTERNSHIP IN SCHOOL PSYCHOL,Williams  Barbara Bole,M       1900 2100 JAMES 1128 (Exam)`M       1945 2215 JAMES 1128 (Class),Main,,3,12,0,0,1,11,30
43526,SPSY,22623,2,Full Term ... `01-SEP to 20-DEC,Evening,INTERNSHIP IN SCHOOL PSYCHOL,STAFF,,Main,,3,0,0,0,0,0,
