Subj,Crse,Sect,(Type) 0,Day 0,Times 0, Building and Room 0,(Type) 1,Day 1,Times 1, Building and Room 1,(Type) 2,Day 2,Times 2, Building and Room 2,(Type) 3,Day 3,Times 3, Building and Room 3,(Type) 4,Day 4,Times 4, Building and Room 4,(Type) 5,Day 5,Times 5, Building and Room 5,(Type) 6,Day 6,Times 6, Building and Room 6,(Type) 7,Day 7,Times 7, Building and Room 7,(Type) 8,Day 8,Times 8, Building and Room 8,(Type) 9,Day 9,Times 9, Building and Room 9,(Type) 10,Day 10,Times 10, Building and Room 10,Session,CRN,Title,Prof,Campus,Hrs
MUS,97400,  1,(Class),M,1700 to 1800,WILSON 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40159,VOICE CLASS,Hill John M,Main,1
MUS,97401,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40160,BASSOON CLASS Need room. Cap=12.`,Rosen Michelle,Main,0.5
MUS,97402,  1,(Class),M,1700 to 1750,WILSON 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40161,CLARINET CLASS,DeLoach Gerald W.,Main,0.5
MUS,97403,  1,(Class),M,1700 to 1750,WILSON 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40162,SAXOPHONE CLASS,DeLoach Gerald W.,Main,0.5
MUS,97409,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40163,FLUTE CLASS,Tomasone Adeline,Main,0.5
MUS,97410,  1,(Class),R,0930 to 1040,WILSON 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40164,OBOE CLASS,Snyder Mark S,Main,0.5
MUSG,05547, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41894,MUSIC & RELATED ARTS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,Online,3
MUSG,06102,  1,(Class),M,1230 to 1345,,(Class),W,1230 to 1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40165,GEN MUSIC HISTORY Needs room. Cap=22.`,Friedman Eve A,Main,3
MUSG,06102,  2,(Class),M,1400 to 1515,,(Class),W,1400 to 1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40166,GEN MUSIC HISTORY Needs room. Cap=22.`,Friedman Eve A,Main,3
MUSG,06102,  3,(Class),T,1400 to 1515,,(Class),R,1400 to 1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40167,GEN MUSIC HISTORY Needs room. Cap=22.`,Weintraut Robert Lee,Main,3
MUSG,06102,  4,(Class),T,1530 to 1645,JAMES 2096,(Class),R,1530 to 1645,JAMES 2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40168,GEN MUSIC HISTORY,Weintraut Robert Lee,Main,3
MUSG,06102,  5,(Class),M,1100 to 1215,,(Class),W,1100 to 1215,WILSON 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40169,GEN MUSIC HISTORY Need M room. Cap=22.`,Scarpa Sal,Main,3
MUSG,06102,  6,(Class),M,1230 to 1345,,(Class),W,1230 to 1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40170,GEN MUSIC HISTORY Needs room. Cap=22.`,Shanti Aliyah M,Main,3
MUSG,06109,  1,(Class),M,1230 to 1345,WILSON 164,(Class),W,1230 to 1345,WILSON 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40171,MUSIC APPRECIATION,Boring Daniel S,Main,3
MUSG,06109,  2,(Class),M,1400 to 1515,WILSON 164,(Class),W,1400 to 1515,WILSON 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40172,MUSIC APPRECIATION,Boring Daniel S,Main,3
MUSG,06109,  3,(Class),T,1230 to 1345,JAMES 2097,(Class),R,1230 to 1345,JAMES 2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40173,MUSIC APPRECIATION,Plant Lourin,Main,3
MUSG,06109,  4,(Class),M,1400 to 1515,WILSON 205,(Class),W,1400 to 1515,WILSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40174,MUSIC APPRECIATION,Depasquale Lawrence,Main,3
MUSG,06109,  5,(Class),W,1530 to 1645,WILSON 205,(Class),F,1530 to 1645,WILSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40175,MUSIC APPRECIATION,Snyder Mark S,Main,3
MUSG,06109,  6,(Class),M,1700 to 1815,WILSON 205,(Class),W,1700 to 1815,WILSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40176,MUSIC APPRECIATION,Schumaker Bliss Amy Lynn,Main,3
MUSG,06109,  7,(Class),M,1530 to 1645,,(Class),W,1530 to 1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40177,MUSIC APPRECIATION Needs room. Cap=22.`,Plant Lourin,Main,3
MUSG,06109,  8,(Class),T,1830 to 1945,WILSON 105,(Class),R,1830 to 1945,WILSON 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40178,MUSIC APPRECIATION,Nypaver Alisha C,Main,3
MUSG,06109,  9,(Class),T,1700 to 1815,WILSON 213,(Class),R,1700 to 1815,WILSON 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40179,MUSIC APPRECIATION,Nypaver Alisha C,Main,3
MUSG,06109, 10,(Class),T,1830 to 1945,WILSON 213,(Class),R,1830 to 1945,WILSON 213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40180,MUSIC APPRECIATION,Nielsen Teresa R,Main,3
MUSG,06109, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40205,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Holly John P,Online,3
MUSG,06109, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40206,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Holly John P,Online,3
MUSG,06109, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40207,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Witten Matthew A,Online,3
MUSG,06109, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40208,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,DuBeau Vincent S.,Online,3
MUSG,06109, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40209,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Hieb Kimberly B,Online,3
MUSG,06109, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,40210,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,DuBeau Vincent S.,Online,3
MUSG,06115,  1,(Class),T,1100 to 1215,WILSON 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40181,GROWTH & DEV JAZZ There is an online component to this course.`,Mapp Douglas,Main,3
MUSG,06115,  2,(Class),R,1100 to 1215,WILSON 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40182,GROWTH & DEV JAZZ There is an online component to this course.`,Mapp Douglas,Main,3
MUSG,06120,  1,(Class),M,1230 to 1320,,(Class),W,1230 to 1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40197,KEYBOARD LITERATURE,Zuponcic Veda,Main,3
MUSG,06215,  1,(Class),M,0800 to 0915,WILSON 101,(Class),F,0800 to 0915,WILSON 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40183,DEV MUS STYLES II,Ceriani Davide,Main,3
MUSG,06215,  2,(Class),T,0800 to 0915,WILSON 101,(Class),R,0800 to 0915,WILSON 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40184,DEV MUS STYLES II,Uslin Karen L,Main,3
MUSG,06218,  1,(Class),M,1700 to 1815,WILSON 107,(Class),M,1830 to 1945,WILSON 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40185,MUSIC AND THE CHILD,Levinowitz Lili,Main,3
MUSG,06218,  2,(Class),T,1700 to 1815,WILSON 107,(Class),T,1830 to 1945,WILSON 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40186,MUSIC AND THE CHILD,Hill Wendy,Main,3
MUSG,06218,  3,(Class),R,1700 to 1815,WILSON 107,(Class),R,1830 to 1945,WILSON 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40187,MUSIC AND THE CHILD,Hill Wendy,Main,3
MUSG,06303,  1,(Class),W,1700 to 1900,WILSON 204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,40188,CHORAL LITERATURE,Hill John M,Main,2
MUSG,06435,  1,(Class),T,1400 to 1515,WILSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40189,COLLEGIUM MUSICUM,Plant Lourin,Main,1
MUSG,06448,  1,(Class),T,1230 to 1345,WILSON 205,(Class),R,1230 to 1345,WILSON 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40190,MUS WORLD CULTURE II,Alford Fowler Julia C,Main,3
NURS,03303, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44190,COMPREHENSV HLTH ASSESSMNT HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,O'Neal Michelle,Online,3
NURS,03304, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44191,NURSING INFORMATICS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Johnson Ruthann,Online,3
NURS,03304, 2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44196,NURSING INFORMATICS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Johnson Ruthann,Online,3
NURS,03309, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44197,TOPICS IN HEALTH CARE ETHICS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Nowak Marian Kay,Online,3
NURS,03401, 1C,(Class),R,1700 to 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,44192,COMMUNITY HEALTH NURSING HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Foran-Lee Leslie A`Gallus Pamela A`,Virtua,6
NURS,03401, 2C,(Class),T,1700 to 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,44193,COMMUNITY HEALTH NURSING HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,STAFF,Stratford,6
NURS,03401, 3C,(Class),R,1700 to 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,44194,COMMUNITY HEALTH NURSING HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Nowak Marian Kay,Rowan College at Gloucester Co,6
NURS,03401, 4C,(Class),T,1700 to 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,44195,COMMUNITY HEALTH NURSING HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,McDonald Carmen,Cooper - Camden,6
NURS,03405, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44198,HEALTH CARE POLICY/FINANCE ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Petitdemange Elizabeth,Online,3
NURS,05501, 1C,(Class),W,1700 to 2000,ENTPRZ 409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,41869,ADVANCED HEALTH ASSESSMENT HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Francis Mary C,Main,3
NURS,05501, 2C,(Class),W,1700 to 2000,ENTPRZ 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,41870,ADVANCED HEALTH ASSESSMENT HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Francis Mary C,Main,3
NURS,05503, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41871,ADVANCED NURSING RESEARCH ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Santucci Mary Ellen G,Online,4
NURS,05503, 2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41872,ADVANCED NURSING RESEARCH ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Santucci Mary Ellen G,Online,4
NURS,05507, 1C,(Class),M,1700 to 2000,ENTPRZ 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,41868,LEADERSHIP & CARE DEL ENVIRON HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Nowak Marian Kay,Main,3
NURS,05509, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44189,CLINICAL NURSE LEADER ROLE ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,O'Neal Michelle,Online,3
NURS,05510, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44403,EVID BASED PRAC ILL/DISEAS MGT ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,STAFF,Online,3
NURS,05511, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,44404,CLINICAL NURSE LDR PRACTICUM 1 HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,O'Neal Michelle,Main,4
NURS,05512, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,44199,CLIN NURSE LEADER PRACTICUM II HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,O'Neal Michelle,Rowan College at Gloucester Co,4
NURS,05516, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41866,EPID HLT PROMO & DISE MGMT ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Nowak Marian Kay,Online,2
NURS,05517, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41867,NP ROLE:HISTREGSREIM & ETHIC ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Kaspar Matthew William,Online,2
NURS,05518, 1C,(Class),T,1700 to 2000,ENTPRZ 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,41863,ASSESS DX & DIFF DIS MGMT HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Daly Julie M,Main,1
NURS,05519, 1C,(Class),T,1700 to 2000,ENTPRZ 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,41864,AGACNP I: EVDNC BSD CLNCL CARE HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Mordecai Melissa,Main,3
NURS,05522, 1C,(Class),M,1700 to 2000,ENTPRZ 409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,41865,FNP I:PRI CARE MGMT OF AD/O PT HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Kaspar Matthew William,Main,3
NURS,05526, 1C,(Class),T,1700 to 2000,ENTPRZ 409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,41862,FNP V:PRACTICUM IN FAMILY PRAC HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. REGISTRATION QUESTIONS? CONTACT NURSING@ROWAN.EDU. FOR MSN PROGRAM STUDENTS.`,Kaspar Matthew William,Main,4
NUT,00200,  1,(Class),F,1100 to 1215,JAMES 1056,(Class),F,1230 to 1345,JAMES 1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41581,BASIC NUTRITION,Lieberman Melissa,Main,3
NUT,00200,  2,(Class),R,1700 to 1815,JAMES 1019,(Class),R,1830 to 1945,JAMES 1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41582,BASIC NUTRITION,Howard Rick F,Main,3
NUT,00200,  3,(Class),R,2000 to 2115,JAMES 1019,(Class),R,2130 to 2245,JAMES 1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41583,BASIC NUTRITION,Howard Rick F,Main,3
NUT,00200,  4,(Class),F,0800 to 0915,JAMES 3117,(Class),F,0930 to 1045,JAMES 3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44110,BASIC NUTRITION,STAFF,Main,3
NUT,00200,  5,(Class),T,1230 to 1345,JAMES 1146,(Class),R,1230 to 1345,JAMES 1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44111,BASIC NUTRITION,STAFF,Main,3
NUT,00200,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44444,BASIC NUTRITION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Menz James G,Online,3
NUT,00210,  1,(Class),M,1230 to 1345,JAMES 1056,(Class),W,1230 to 1345,JAMES 1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43853,MACRONUTRIENTS,Jia Qian,Main,3
NUT,00230,  1,(Class),F,1100 to 1215,ROBSON 201A,(Class),F,1230 to 1345,ROBSON 201A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,43899,INTRO NUTRITION PROFESSIONS,Jia Qian,Main,3
NUT,00415,  1,(Class),M,1400 to 1515,JAMES 1019,(Class),W,1400 to 1515,JAMES 1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,41585,NUTRITION FOR FITNESS,Biren Gregory Blake,Main,3
NUT,00415,  2,(Class),R,1700 to 1815,JAMES 1056,(Class),R,1830 to 1945,JAMES 1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41586,NUTRITION FOR FITNESS,STAFF,Main,3
NUT,00415,  3,(Class),W,1700 to 1815,JAMES 1019,(Class),W,1830 to 1945,JAMES 1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41587,NUTRITION FOR FITNESS,Valente-Gaspari Sherry A.,Main,3
NUT,00415,  4,(Class),W,2000 to 2115,JAMES 1056,(Class),W,2130 to 2245,JAMES 1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,44015,NUTRITION FOR FITNESS,Valente-Gaspari Sherry A.,Main,3
OBG,8252M,34A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44397,OBSTETRICS & GYNECOLOGY,Hummel Jennifer Elizabeth,Stratford,1
OBG,8252M,34B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44398,OBSTETRICS & GYNECOLOGY,Hummel Jennifer Elizabeth,Stratford,1
OBG,8252M,34C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44399,OBSTETRICS & GYNECOLOGY,Hummel Jennifer Elizabeth,Stratford,1
OBG,8252M,34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44400,OBSTETRICS & GYNECOLOGY,Hummel Jennifer Elizabeth,Stratford,1
OBG,8252M,34E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44401,OBSTETRICS & GYNECOLOGY,Hummel Jennifer Elizabeth,Stratford,1
OBG,8252M,34F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44402,OBSTETRICS & GYNECOLOGY,Hummel Jennifer Elizabeth,Stratford,1
OBG,9252M,44A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44326,OB/GYN SUBSPECIALTY,STAFF,Stratford,1
OBG,9252M,44B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44327,OB/GYN SUBSPECIALTY,STAFF,Stratford,1
OBG,9252M,44C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44328,OB/GYN SUBSPECIALTY,STAFF,Stratford,1
OBG,9252M,44D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44329,OB/GYN SUBSPECIALTY,STAFF,Stratford,1
OBG,9252M,44E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44330,OB/GYN SUBSPECIALTY,STAFF,Stratford,1
OBG,9252M,44F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44331,OB/GYN SUBSPECIALTY,STAFF,Stratford,1
ONL,00100,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,43838,ROWAN ONLINE IMMERSION,STAFF,Online,0
ONL,00100,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,43839,ROWAN ONLINE IMMERSION,STAFF,Online,0
ONL,00100,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,43840,ROWAN ONLINE IMMERSION,STAFF,Online,0
ONL,00100,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,43842,ROWAN ONLINE IMMERSION,STAFF,Online,0
ONL,00100,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,43841,ROWAN ONLINE IMMERSION,STAFF,Online,0
ONL,00100,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44170,ROWAN ONLINE IMMERSION,STAFF,Online,0
ONL,00100,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,44171,ROWAN ONLINE IMMERSION,STAFF,Online,0
OSCI,6270M,Y10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44221,OSTEO MANIPULATIVE MED I,Bailey James W.,Stratford,1
OSCI,6271M,Y10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44222,OSTEO MANIP MED I (PBL),STAFF,Stratford,1
OSCI,7271M,Y20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44232,OSTEO MANIP MED II (PBL),STAFF,Stratford,1
OSCI,7272M,Y20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44231,OSTEO MANIPULATIVE MED II,Rabara Knic Corpuz,Stratford,1
OSCI,8270M,32A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44405,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44406,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
OSCI,8270M,32C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44407,OSTEO MANIPULATIVE MED III,Cooley Danielle Lynn,Stratford,1
