CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x1bc0048),Room Cap
41067,MUS,04536,  3,Full Term ... `01-SEP to 20-DEC,Day,CHAMBER MUSIC I,Mayes Kathleen l,   ,Main,,1,5,0,0,0,5,
41052,MUS,04537,  1,Full Term ... `01-SEP to 20-DEC,Day,CHAMBER MUSIC II,STAFF,   ,Main,,1,15,0,0,0,15,
41893,MUS,04540, 1C,Full Term ... `01-SEP to 20-DEC,Online,JAZZ ARRANGING & COMP ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,3,30,0,0,1,29,
41053,MUS,04541,  1,Full Term ... `01-SEP to 20-DEC,Day,JAZZ PIANO,Schneider Dean P,   ,Main,,1,15,0,0,0,15,
41071,MUS,04552,  1,Full Term ... `01-SEP to 20-DEC,Day,PIANO ACCOMPANYING II,Zuponcic Veda,   ,Main,,1,4,0,0,0,4,
41054,MUS,04560,  1,Full Term ... `01-SEP to 20-DEC,Day,FORM AND ANALYSIS,Rawlins Robert,   ,Main,,3,15,0,0,0,15,
41072,MUS,04561,  1,Full Term ... `01-SEP to 20-DEC,Day,SCORE READING I,Scarpa Sal,   ,Main,,1,4,0,0,0,4,
41073,MUS,04562,  1,Full Term ... `01-SEP to 20-DEC,Day,SCORE READING II,Scarpa Sal,   ,Main,,1,4,0,0,0,4,
41887,MUS,05500, 1C,Full Term ... `01-SEP to 20-DEC,Online,ANALYZING JAZZ STRUCTURES ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,1,30,0,0,0,30,
41888,MUS,05501, 1C,Full Term ... `01-SEP to 20-DEC,Online,ANALYZING JAZZ STRUCTURES ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,1,30,0,0,0,30,
41889,MUS,05502, 1C,Full Term ... `01-SEP to 20-DEC,Online,ANALYZING JAZZ STRUCTURES ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,1,30,0,0,3,27,
40194,MUS,06449,  1,Full Term ... `01-SEP to 20-DEC,Evening,EURO MUSIC AMERIC 1825-1950-WI,Ceriani Davide,TR      1700 1815 WILSON 164 (Class),Main,,3,14,0,0,1,13,24
43973,MUS,06449,  2,Full Term ... `01-SEP to 20-DEC,Evening,HONR EUR MUS AMRC 1825-1950-WI,Ceriani Davide,TR      1700 1815 WILSON 164 (Class),Main,,3,10,0,0,2,8,24
40091,MUS,08102,  1,Full Term ... `01-SEP to 20-DEC,Day,WIND ENSEMBLE,Higgins Joseph Edward,MTR     1530 1645 WILSON 156 (Class),Main,,1,60,0,0,38,22,153
40092,MUS,08110,  1,Full Term ... `01-SEP to 20-DEC,Day,STRING ENSEMBLE,Appleby-Wineberg Bryan Kent,T       1530 1645 WILSON 153 (Class),Main,,1,60,0,0,7,53,125
40093,MUS,08118,  1,Full Term ... `01-SEP to 20-DEC,Evening,COLLEGE BAND,Higgins Joseph Edward,TR      1830 1945 WILSON 156 (Class),Main,,1,90,0,0,61,29,153
40095,MUS,08126,  1,Full Term ... `01-SEP to 20-DEC,Day,JAZZ BAND,Diblasio Denis,TR      1230 1345 WILSON 156 (Class)`W       1830 1945 WILSON 156 (Class),Main,,1,30,0,0,11,19,153
40094,MUS,08134,  1,Full Term ... `01-SEP to 20-DEC,Day,ORCHESTRA,Scarpa Sal,T       1830 2030 WILSON 156 (Class)`WF      1530 1645 WILSON 156 (Class),Main,,1,80,0,0,29,51,153
40097,MUS,08150,  1,Full Term ... `01-SEP to 20-DEC,Day,CONCERT CHOIR,Thomas Christopher B,MW      1530 1620 WILSON 153 (Class)`TR      1230 1320 WILSON 153 (Class),Main,,1,65,0,0,35,30,125
40099,MUS,08158,  1,Full Term ... `01-SEP to 20-DEC,Day,CONTEMP MUSIC ENSEMBLE,Pace Roberto J,F       1100 1215 WILSON 153 (Class)`F       1230 1345 WILSON 153 (Class),Main,,1,30,0,0,9,21,125
40101,MUS,08166,  1,Full Term ... `01-SEP to 20-DEC,Day,PERCUSSION ENSEMBLE,Witten Dean,M       1830 2000 WILSON 156 (Class)`F       1100 1215 WILSON 156 (Class),Main,,1,20,0,0,12,8,153
40102,MUS,08174,  1,Full Term ... `01-SEP to 20-DEC,Evening,GUITAR ENSEMBLE,Mayes Joseph,W       1830 1945 WILSON 153 (Class),Main,,1,20,0,0,4,16,125
40103,MUS,08182,  1,Full Term ... `01-SEP to 20-DEC,Day,FLUTE ENSEMBLE,Tomasone Adeline,T       1400 1500 WILSON 156 (Class),Main,,1,14,0,0,9,5,153
40105,MUS,08191,  1,Full Term ... `01-SEP to 20-DEC,Day,OPERA COMPANY,Stieber Marian,M       1830 1945 WILSON 153 (Class)`R       1530 1645 WILSON 153 (Class),Main,,1,60,0,0,10,50,125
40106,MUS,08206,  1,Full Term ... `01-SEP to 20-DEC,Day,CLARINET ENSEMBLE,Huebner Rie Suzuki,T       1400 1450 WILSON 107 (Class),Main,,1,14,0,0,5,9,30
40107,MUS,08213,  1,Full Term ... `01-SEP to 20-DEC,Day,WOMEN'S CHORUS,Thomas Christopher B,TR      1400 1515 WILSON 153 (Class),Main,,1,65,0,0,32,33,125
40108,MUS,08221,  1,Full Term ... `01-SEP to 20-DEC,Evening,MEN'S CHORUS,McKenzie Arthur G,TR      1700 1815 WILSON 153 (Class),Main,,1,70,0,0,35,35,125
41055,MUS,10509,  1,Full Term ... `01-SEP to 20-DEC,Day,GRAD APPLIED INSTR I,Schneider Dean P,   ,Main,,4,15,0,0,0,15,
41057,MUS,10509,  2,Full Term ... `01-SEP to 20-DEC,Day,GRAD APPLIED INSTR I,Diblasio Denis,   ,Main,,4,15,0,0,0,15,
41058,MUS,10509,  3,Full Term ... `01-SEP to 20-DEC,Day,GRAD APPLIED INSTR I,Witten Dean,   ,Main,,4,15,0,0,0,15,
41059,MUS,10509,  4,Full Term ... `01-SEP to 20-DEC,Day,GRAD APPLIED INSTR I,Mayes Kathleen l,   ,Main,,4,15,0,0,0,15,
41060,MUS,10509,  5,Full Term ... `01-SEP to 20-DEC,Day,GRAD APPLIED INSTR I,Rabbai George,   ,Main,,4,15,0,0,0,15,
41890,MUS,10509, 1C,Full Term ... `01-SEP to 20-DEC,Online,GRAD APPLIED INSTR I ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,4,30,0,0,0,30,
41891,MUS,10510, 1C,Full Term ... `01-SEP to 20-DEC,Online,GRAD APPLIED INSTR II ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,4,30,0,0,0,30,
41061,MUS,10511,  1,Full Term ... `01-SEP to 20-DEC,Day,GRAD APPLIED INSTR III,Zuponcic Veda,   ,Main,,4,15,0,0,0,15,
41062,MUS,10511,  2,Full Term ... `01-SEP to 20-DEC,Day,GRAD APPLIED INSTR III,Diblasio Denis,   ,Main,,4,15,0,0,3,12,
41892,MUS,10511, 1C,Full Term ... `01-SEP to 20-DEC,Online,GRAD APPLIED INSTR III ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,4,30,0,0,1,29,
41068,MUS,10525,  1,Full Term ... `01-SEP to 20-DEC,Day,GRAD MUSIC COMPOSITION I,Yurko Bruce,   ,Main,,4,5,0,0,0,5,
41070,MUS,10526,  1,Full Term ... `01-SEP to 20-DEC,Day,GRAD MUSIC COMPOSITION II,Yurko Bruce,   ,Main,,4,5,0,0,0,5,
41063,MUS,10529,  1,Full Term ... `01-SEP to 20-DEC,Day,GRADUATE CONDUCTING I,Thomas Christopher B,   ,Main,,4,15,0,0,0,15,
41064,MUS,10531,  1,Full Term ... `01-SEP to 20-DEC,Day,GRADUATE CONDUCTING III,Thomas Christopher B,   ,Main,,4,15,0,0,0,15,
41066,MUS,10537,  1,Full Term ... `01-SEP to 20-DEC,Day,GRAD ENS:CONCERT CHOIR,Thomas Christopher B,   ,Main,,1,15,0,0,0,15,
40109,MUS,32218,  1,Full Term ... `01-SEP to 20-DEC,Day,VOCAL PEDAGOGY Need room. Cap=22.`,Granite Bonita,M       1230 1330   (Class),Main,,3,0,0,0,0,0,
40110,MUS,40111,  1,Full Term ... `01-SEP to 20-DEC,Day,BUSINESS OF MUSIC I,McArthur Michael W,TR      1100 1215 WILSON 164 (Class),Main,,3,2,0,0,15,-13,24
40111,MUS,40111,  2,Full Term ... `01-SEP to 20-DEC,Day,BUSINESS OF MUSIC I,STAFF,TR      1230 1345 WILSON 213 (Class),Main,,3,2,0,0,11,-9,22
40112,MUS,40111,  3,Full Term ... `01-SEP to 20-DEC,Evening,BUSINESS OF MUSIC I,STAFF,MW      1830 1945 WILSON 164 (Class),Main,,3,2,0,0,13,-11,24
40113,MUS,40113,  1,Full Term ... `01-SEP to 20-DEC,Day,BUSINESS OF MUSIC II,McArthur Michael W,TR      1230 1345 WILSON 164 (Class),Main,,3,18,0,0,9,9,24
40077,MUS,40121,  1,Full Term ... `01-SEP to 20-DEC,Day,AUDIO RECORDING I,Gendreau Mathieu,MW      1100 1215 WILSON 109 (Class),Main,,3,4,0,0,12,-8,16
40078,MUS,40121,  2,Full Term ... `01-SEP to 20-DEC,Day,AUDIO RECORDING I,Adams Barbara J,MW      1230 1345 WILSON 109 (Class),Main,,3,4,0,0,10,-6,16
40079,MUS,40121,  3,Full Term ... `01-SEP to 20-DEC,Day,AUDIO RECORDING I,Hiatt Jeffrey K,MW      1400 1515 WILSON 109 (Class),Main,,3,4,0,0,16,-12,16
40080,MUS,40121,  4,Full Term ... `01-SEP to 20-DEC,Day,AUDIO RECORDING I,DeLizza David,MW      1530 1645 WILSON 109 (Class),Main,,3,4,0,0,14,-10,16
40081,MUS,40122,  1,Full Term ... `01-SEP to 20-DEC,Day,COMPUTER TECHNOLOGY & MUSIC I,Stahl Kevin Raymond,TR      1530 1645 WILSON 109 (Class),Main,,3,12,0,0,13,-1,16
40115,MUS,40201,  1,Full Term ... `01-SEP to 20-DEC,Day,HISTORY OF POPULAR MUSIC,Gallagher James P,MW      1400 1515 WILSON 213 (Class),Main,,3,15,0,0,17,-2,22
40116,MUS,40201,  2,Full Term ... `01-SEP to 20-DEC,Day,HISTORY OF POPULAR MUSIC,Gallagher James P,MW      1530 1645 WILSON 213 (Class),Main,,3,15,0,0,16,-1,22
40117,MUS,40201,  3,Full Term ... `01-SEP to 20-DEC,Day,HISTORY OF POPULAR MUSIC,STAFF,MW      1230 1345 WILSON 213 (Class),Main,,3,22,0,0,22,0,22
40118,MUS,40201,  4,Full Term ... `01-SEP to 20-DEC,Evening,HISTORY OF POPULAR MUSIC,STAFF,MW      1830 1945 WILSON 213 (Class),Main,,3,22,0,0,22,0,22
40198,MUS,40211,  1,Full Term ... `01-SEP to 20-DEC,Day,MUSIC INDUSTRY INTERNSHIP I,Gendreau Mathieu,   ,Off-campus,,3,12,0,0,6,6,
40084,MUS,40212,  1,Full Term ... `01-SEP to 20-DEC,Evening,MUSIC PUBLISHING,STAFF,MW      2000 2115 WILSON 213 (Class),Main,,3,22,0,0,6,16,22
40082,MUS,40221,  1,Full Term ... `01-SEP to 20-DEC,Evening,AUDIO RECORDING II,Hiatt Jeffrey K,W       1830 1945 WILSON 109 (Class)`W       2000 2115 WILSON 109 (Class),Main,,3,16,0,0,6,10,16
40083,MUS,40221,  2,Full Term ... `01-SEP to 20-DEC,Evening,AUDIO RECORDING II,Gallagher James P,M       1830 1945 WILSON 109 (Class)`M       2000 2115 WILSON 109 (Class),Main,,3,16,0,0,1,15,16
40199,MUS,40311,  1,Full Term ... `01-SEP to 20-DEC,Day,MUSIC INDUSTRY INTERNSHIP II,Gendreau Mathieu,   ,Main,,3,12,0,0,1,11,
44096,MUS,40322,  1,Full Term ... `01-SEP to 20-DEC,Day,AUDIO FOR VIDEO,Stahl Kevin Raymond,TR      1100 1215 WILSON 109 (Class),Main,,3,16,0,0,6,10,16
40085,MUS,40323,  1,Full Term ... `01-SEP to 20-DEC,Day,SOUND REINFORCEMENT I,Adams Barbara J,MW      1100 1215 WILSON 156 (Class),Main,,3,12,0,0,3,9,153
40086,MUS,40343,  1,Full Term ... `01-SEP to 20-DEC,Evening,SONGWRITING,STAFF,R       1830 1945 WILSON 214 (Class)`R       2000 2115 WILSON 214 (Class),Main,,3,12,0,0,5,7,16
40200,MUS,40412,  1,Full Term ... `01-SEP to 20-DEC,Day,CAPSTONE PROJECT MUS INDUSTR I,Gendreau Mathieu,   ,Main,,2,12,0,0,3,9,
40119,MUS,97100,  1,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS I,Timofeev Alexander V.,W       0930 1030 WILSON 214 (Class),Main,,1,12,0,0,15,-3,16
40120,MUS,97100,  2,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS I,Atmadja Silvia A,F       0800 0900 WILSON 214 (Class),Main,,1,12,0,0,9,3,16
40122,MUS,97100,  3,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS I,Atmadja Silvia A,F       1100 1200 WILSON 214 (Class),Main,,1,12,0,0,11,1,16
40123,MUS,97100,  4,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS I,Hill John M,R       0800 0900 WILSON 214 (Class),Main,,1,0,0,0,1,-1,16
40124,MUS,97101,  1,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS II,Atmadja Silvia A,T       0800 0900 WILSON 214 (Class),Main,,1,12,0,0,3,9,16
40125,MUS,97101,  2,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS II,Atmadja Silvia A,T       0930 1030 WILSON 214 (Class),Main,,1,12,0,0,4,8,16
40127,MUS,97101,  3,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS II,Atmadja Silvia A,T       1100 1200 WILSON 214 (Class),Main,,1,12,0,0,9,3,16
40128,MUS,97102,  1,Full Term ... `01-SEP to 20-DEC,Evening,PIANO CLASS I Music Industry Students Only Need room. Cap=12.`,STAFF,,Main,,3,0,0,0,0,0,
40133,MUS,97102,  2,Full Term ... `01-SEP to 20-DEC,Evening,PIANO CLASS I Music Industry Students Only`,STAFF,MW      2000 2115 WILSON 214 (Class),Main,,3,12,0,0,5,7,16
40147,MUS,97111,  1,Full Term ... `01-SEP to 20-DEC,Day,STRING CLASS-LOW,Atanasiu George,M       0800 0900 WILSON 153 (Class),Main,,1,10,0,0,10,0,125
40135,MUS,97112,  1,Full Term ... `01-SEP to 20-DEC,Day,STRING CLASS II HIGH Need room. Cap=10.`,Schwarz Timothy John,M       0930 1030 WILSON  (Class),Main,,1,0,0,0,0,0,
40136,MUS,97200,  1,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS III,Timofeev Alexander V.,M       1100 1200 WILSON 214 (Class),Main,,1,12,0,0,10,2,16
40137,MUS,97200,  2,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS III,Timofeev Alexander V.,R       0930 1030 WILSON 214 (Class),Main,,1,12,0,0,7,5,16
40138,MUS,97201,  1,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS IV,Timofeev Alexander V.,W       1100 1200 WILSON 214 (Class),Main,,1,12,0,0,6,6,16
40139,MUS,97201,  2,Full Term ... `01-SEP to 20-DEC,Day,PIANO CLASS IV,Timofeev Alexander V.,R       1100 1200 WILSON 214 (Class),Main,,1,12,0,0,7,5,16
40141,MUS,97228,  1,Full Term ... `01-SEP to 20-DEC,Day,CLASSROOM GUITAR For Music Education Majors`,Mayes Joseph,M       1230 1345 WILSON 107 (Class),Main,,1,10,0,0,2,8,30
40142,MUS,97229,  1,Full Term ... `01-SEP to 20-DEC,Day,GUITAR CLASS I For Music Industry and Non-Music Majors`,Mayes Joseph,TR      0930 1045 WILSON 153 (Class),Main,,3,10,0,0,9,1,125
40145,MUS,97229,  2,Full Term ... `01-SEP to 20-DEC,Day,GUITAR CLASS I For Music Industry and Non-Music Majors`,Mayes Joseph,MW      0930 1045 WILSON 153 (Class),Main,,3,10,0,0,4,6,125
40151,MUS,97229,  3,Full Term ... `01-SEP to 20-DEC,Evening,GUITAR CLASS I,STAFF,TR      1830 1945 WILSON 164 (Class),Main,,3,10,0,0,9,1,24
40152,MUS,97300,  1,Second Session ... `21-OCT to 20-DEC,Day,FRENCH HORN CLASS,Wilson Lyndsie E,M       1400 1500 WILSON 107 (Class),Main,,0.5,12,0,0,12,0,30
40153,MUS,97301,  1,First Session ... `01-SEP to 20-OCT,Day,TROMBONE CLASS,Linn Richard,T       1400 1450 WILSON 213 (Class),Main,,0.5,12,0,0,12,0,22
40154,MUS,97302,  1,Full Term ... `01-SEP to 20-DEC,Day,PERCUSSION CLASS,Witten Dean,F       0930 1030 WILSON 156 (Class),Main,,1,15,0,0,15,0,153
40155,MUS,97309,  1,First Session ... `01-SEP to 20-OCT,Day,TRUMPET CLASS,Appleby-Wineberg Bryan Kent,T       1100 1200 WILSON  (Class),Main,,0.5,12,0,0,5,7,
40156,MUS,97310,  1,Second Session ... `21-OCT to 20-DEC,Day,TUBA CLASS,Brown Brian E,F       1230 1320 WILSON 164 (Class),Main,,0.5,10,0,0,10,0,24
40157,MUS,97312,  1,Full Term ... `01-SEP to 20-DEC,Day,CONDUCTING INST II Need room. Cap=20.`,Pastin John R.,F       0800 1000 WILSON  (Class),Main,,2,0,0,0,0,0,
44097,MUS,97312,  2,Full Term ... `01-SEP to 20-DEC,Day,CONDUCTING INST II,STAFF,   ,Main,,2,20,0,0,20,0,
40158,MUS,97313,  1,Full Term ... `01-SEP to 20-DEC,Day,CONDUCTING CHORAL II,Thomas Christopher B,MR      0930 1045 WILSON 107 (Class),Main,,2,20,0,0,12,8,30
40159,MUS,97400,  1,Full Term ... `01-SEP to 20-DEC,Evening,VOICE CLASS,Hill John M,M       1700 1800 WILSON 213 (Class),Main,,1,22,0,0,12,10,22
40160,MUS,97401,  1,Second Session ... `21-OCT to 20-DEC,Day,BASSOON CLASS Need room. Cap=12.`,Rosen Michelle,R       1100 1200 WILSON  (Class),Main,,0.5,12,0,0,12,0,
40161,MUS,97402,  1,First Session ... `01-SEP to 20-OCT,Evening,CLARINET CLASS,DeLoach Gerald W.,M       1700 1750 WILSON 156 (Class),Main,,0.5,12,0,0,12,0,153
40162,MUS,97403,  1,Second Session ... `21-OCT to 20-DEC,Day,SAXOPHONE CLASS,DeLoach Gerald W.,M       1700 1750 WILSON 156 (Class),Main,,0.5,12,0,0,12,0,153
40163,MUS,97409,  1,First Session ... `01-SEP to 20-OCT,Day,FLUTE CLASS,Tomasone Adeline,M       1230 1320 WILSON  (Class),Main,,0.5,12,0,0,13,-1,
40164,MUS,97410,  1,Full Term ... `01-SEP to 20-DEC,Day,OBOE CLASS,Snyder Mark S,R       0930 1040 WILSON 156 (Class),Main,,0.5,12,0,0,7,5,153
41894,MUSG,05547, 1C,Full Term ... `01-SEP to 20-DEC,Online,MUSIC & RELATED ARTS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION MM-MUSIC.`,STAFF,   ,Online,,3,30,0,0,0,30,
40165,MUSG,06102,  1,Full Term ... `01-SEP to 20-DEC,Day,GEN MUSIC HISTORY Needs room. Cap=22.`,Friedman Eve A,MW      1230 1345   (Class),Main,,3,0,0,0,1,-1,
40166,MUSG,06102,  2,Full Term ... `01-SEP to 20-DEC,Day,GEN MUSIC HISTORY Needs room. Cap=22.`,Friedman Eve A,MW      1400 1515   (Class),Main,,3,0,0,0,0,0,
40167,MUSG,06102,  3,Full Term ... `01-SEP to 20-DEC,Day,GEN MUSIC HISTORY Needs room. Cap=22.`,Weintraut Robert Lee,TR      1400 1515   (Class),Main,,3,0,0,0,0,0,
40168,MUSG,06102,  4,Full Term ... `01-SEP to 20-DEC,Day,GEN MUSIC HISTORY,Weintraut Robert Lee,TR      1530 1645 JAMES 2096 (Class),Main,,3,22,0,0,22,0,30
40169,MUSG,06102,  5,Full Term ... `01-SEP to 20-DEC,Day,GEN MUSIC HISTORY Need M room. Cap=22.`,Scarpa Sal,M       1100 1215   (Class)`W       1100 1215 WILSON 213 (Class),Main,,3,0,0,0,0,0,22
40170,MUSG,06102,  6,Full Term ... `01-SEP to 20-DEC,Day,GEN MUSIC HISTORY Needs room. Cap=22.`,Shanti Aliyah M,MW      1230 1345   (Class),Main,,3,0,0,0,0,0,
40171,MUSG,06109,  1,Full Term ... `01-SEP to 20-DEC,Day,MUSIC APPRECIATION,Boring Daniel S,MW      1230 1345 WILSON 164 (Class),Main,,3,22,1,-11,22,0,24
40172,MUSG,06109,  2,Full Term ... `01-SEP to 20-DEC,Day,MUSIC APPRECIATION,Boring Daniel S,MW      1400 1515 WILSON 164 (Class),Main,,3,22,1,-10,22,0,24
40173,MUSG,06109,  3,Full Term ... `01-SEP to 20-DEC,Day,MUSIC APPRECIATION,Plant Lourin,TR      1230 1345 JAMES 2097 (Class),Main,,3,22,1,-16,22,0,30
40174,MUSG,06109,  4,Full Term ... `01-SEP to 20-DEC,Day,MUSIC APPRECIATION,Depasquale Lawrence,MW      1400 1515 WILSON 205 (Class),Main,,3,22,1,-9,22,0,24
40175,MUSG,06109,  5,Full Term ... `01-SEP to 20-DEC,Day,MUSIC APPRECIATION,Snyder Mark S,WF      1530 1645 WILSON 205 (Class),Main,,3,22,1,-9,22,0,24
40176,MUSG,06109,  6,Full Term ... `01-SEP to 20-DEC,Evening,MUSIC APPRECIATION,Schumaker Bliss Amy Lynn,MW      1700 1815 WILSON 205 (Class),Main,,3,22,1,-9,22,0,24
40177,MUSG,06109,  7,Full Term ... `01-SEP to 20-DEC,Day,MUSIC APPRECIATION Needs room. Cap=22.`,Plant Lourin,MW      1530 1645   (Class),Main,,3,0,0,0,0,0,
40178,MUSG,06109,  8,Full Term ... `01-SEP to 20-DEC,Evening,MUSIC APPRECIATION,Nypaver Alisha C,TR      1830 1945 WILSON 105 (Class),Main,,3,22,0,0,24,-2,24
40179,MUSG,06109,  9,Full Term ... `01-SEP to 20-DEC,Evening,MUSIC APPRECIATION,Nypaver Alisha C,TR      1700 1815 WILSON 213 (Class),Main,,3,22,0,0,22,0,22
40180,MUSG,06109, 10,Full Term ... `01-SEP to 20-DEC,Evening,MUSIC APPRECIATION,Nielsen Teresa R,TR      1830 1945 WILSON 213 (Class),Main,,3,22,1,-12,21,1,22
40205,MUSG,06109, 11,Full Term ... `01-SEP to 20-DEC,Online,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Holly John P,   ,Online,,3,30,0,0,30,0,
40206,MUSG,06109, 12,Full Term ... `01-SEP to 20-DEC,Online,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Holly John P,   ,Online,,3,30,0,0,30,0,
40207,MUSG,06109, 13,Full Term ... `01-SEP to 20-DEC,Online,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Witten Matthew A,   ,Online,,3,30,0,0,30,0,
40208,MUSG,06109, 14,Full Term ... `01-SEP to 20-DEC,Online,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,DuBeau Vincent S.,   ,Online,,3,30,0,0,30,0,
40209,MUSG,06109, 15,Full Term ... `01-SEP to 20-DEC,Online,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Hieb Kimberly B,   ,Online,,3,30,0,0,30,0,
40210,MUSG,06109, 16,Full Term ... `01-SEP to 20-DEC,Online,MUSIC APPRECIATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,DuBeau Vincent S.,   ,Online,,3,30,0,0,30,0,
40181,MUSG,06115,  1,Full Term ... `01-SEP to 20-DEC,Day,GROWTH & DEV JAZZ There is an online component to this course.`,Mapp Douglas,T       1100 1215 WILSON 101 (Class),Main,,3,75,1,-2,74,1,680
40182,MUSG,06115,  2,Full Term ... `01-SEP to 20-DEC,Day,GROWTH & DEV JAZZ There is an online component to this course.`,Mapp Douglas,R       1100 1215 WILSON 101 (Class),Main,,3,75,1,-3,75,0,680
40197,MUSG,06120,  1,Full Term ... `01-SEP to 20-DEC,Day,KEYBOARD LITERATURE,Zuponcic Veda,MW      1230 1320   (Class),Main,,3,5,0,0,5,0,
40183,MUSG,06215,  1,Full Term ... `01-SEP to 20-DEC,Day,DEV MUS STYLES II,Ceriani Davide,MF      0800 0915 WILSON 101 (Class),Main,,3,30,0,0,17,13,680
40184,MUSG,06215,  2,Full Term ... `01-SEP to 20-DEC,Day,DEV MUS STYLES II,Uslin Karen L,TR      0800 0915 WILSON 101 (Class),Main,,3,30,0,0,23,7,680
40185,MUSG,06218,  1,Full Term ... `01-SEP to 20-DEC,Day,MUSIC AND THE CHILD,Levinowitz Lili,M       1700 1815 WILSON 107 (Class)`M       1830 1945 WILSON 107 (Class),Main,,3,30,0,0,30,0,30
40186,MUSG,06218,  2,Full Term ... `01-SEP to 20-DEC,Evening,MUSIC AND THE CHILD,Hill Wendy,T       1700 1815 WILSON 107 (Class)`T       1830 1945 WILSON 107 (Class),Main,,3,30,0,0,30,0,30
40187,MUSG,06218,  3,Full Term ... `01-SEP to 20-DEC,Evening,MUSIC AND THE CHILD,Hill Wendy,R       1700 1815 WILSON 107 (Class)`R       1830 1945 WILSON 107 (Class),Main,,3,30,0,0,30,0,30
40188,MUSG,06303,  1,Full Term ... `01-SEP to 20-DEC,Evening,CHORAL LITERATURE,Hill John M,W       1700 1900 WILSON 204 (Class),Main,,2,20,0,0,15,5,24
40189,MUSG,06435,  1,Full Term ... `01-SEP to 20-DEC,Day,COLLEGIUM MUSICUM,Plant Lourin,T       1400 1515 WILSON 205 (Class),Main,,1,10,0,0,5,5,24
40190,MUSG,06448,  1,Full Term ... `01-SEP to 20-DEC,Day,MUS WORLD CULTURE II,Alford Fowler Julia C,TR      1230 1345 WILSON 205 (Class),Main,,3,24,0,0,20,4,24
44190,NURS,03303, 1C,Full Term ... `01-SEP to 20-DEC,Online,COMPREHENSV HLTH ASSESSMNT HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,O'Neal Michelle,   ,Online,,3,30,0,0,1,29,
44191,NURS,03304, 1C,Module Two - 7 Weeks ... `01-NOV to 19-DEC,Online,NURSING INFORMATICS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Johnson Ruthann,   ,Online,,3,30,0,0,4,26,
44196,NURS,03304, 2C,Module Two - 7 Weeks ... `01-NOV to 19-DEC,Online,NURSING INFORMATICS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR RN-TO-BSN NURSING PROGRAM STUDENTS.`,Johnson Ruthann,   ,Online,,3,30,0,0,2,28,
