CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x30e5dc0),Room Cap
23520,SOC,08430,  1,Full Term ... `17-JAN to 08-MAY,Evening,CASE MGT INTERV SOC PRACT,Mooney  Loretta A,T       1700 1815 RUCAB 506 (Class)`T       1830 1945 RUCAB 506 (Class),Camden,,3,14,0,0,0,14,14
23531,SOC,08431,  1,Full Term ... `17-JAN to 08-MAY,Day,SOC PSYCH CITY LIFE,STAFF,,Main,,3,0,0,0,0,0,
23537,SOC,08436,  1,Full Term ... `17-JAN to 08-MAY,Day,SOC OF MEDICINE,Waters  Corey John,TR      1530 1645 SAVITZ 217 (Class),Main,,3,25,0,0,0,25,26
23532,SOC,08440,  1,Full Term ... `17-JAN to 08-MAY,Day,SEL TOP:SOCIOLOGY OF THE BODY,Carter  Allison,TR      1230 1345 LBRARY 525 (Class),Main,,3,20,0,0,0,20,22
24221,SOC,08440,  2,Full Term ... `17-JAN to 08-MAY,Evening,SEL TOP:WEAPONS MASS DESTRUCT,Lakomy  Radek,R       1830 1945 JAMES 2102 (Class)`R       2000 2115 JAMES 2102 (Class),Main,,3,25,0,0,0,25,36
24270,SOC,08488,  1,Full Term ... `17-JAN to 08-MAY,Day,CRITICAL RACE THEORY:SOC AD IN,Mills  John T.,MW      1400 1515 JAMES 2104 (Class),Main,,3,25,0,0,0,25,30
23538,SOC,08494,  1,Full Term ... `17-JAN to 08-MAY,Evening,FIELD EXPER SOC-WI,Joy  Sandra,M       2000 2115 LBRARY 401 (Class)`M       2130 2245 LBRARY 401 (Class),Main,,3,5,0,0,0,5,22
23539,SOC,08494,  2,Full Term ... `17-JAN to 08-MAY,Evening,FIELD EXPER SOC-WI,Joy  Sandra,M       2000 2115 LBRARY 401 (Class)`M       2130 2245 LBRARY 401 (Class),Main,,6,10,0,0,0,10,22
23159,SPAN,05100,  1,Full Term ... `17-JAN to 08-MAY,Day,MSTRPCS HISPANIC LIT ENGL TRAN,Santos-Quinones  Lorena A.I.,W       0930 1045 WILSON 204 (Class)`W       1100 1215 WILSON 204 (Class),Main,,3,24,0,0,0,24,24
23097,SPAN,05101,  1,Full Term ... `17-JAN to 08-MAY,Day,SPANISH I,Moncrief  Cathy A,MW      0930 1045 SAVITZ 217 (Class),Main,,3,24,0,0,0,24,26
23138,SPAN,05101,  2,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH I,Alacqua  Paola W.,TR      1830 1945 SAVITZ 217 (Class),Main,,3,24,0,0,0,24,26
23098,SPAN,05101,  3,Full Term ... `17-JAN to 08-MAY,Day,SPANISH I,Moncrief  Cathy A,MW      1100 1215 ROBSON 204 (Class),Main,,3,24,0,0,0,24,24
23160,SPAN,05101,  4,Full Term ... `17-JAN to 08-MAY,Day,SPANISH I,Cruz  Maria,TR      0800 0915 BUNCE 205 (Class),Main,,3,24,0,0,0,24,24
23140,SPAN,05101,  5,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH I,Perez  Lissette,MW      1830 1945 SAVITZ 217 (Class),Main,,3,24,0,0,0,24,26
23141,SPAN,05101,  6,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH I,Perez  Lissette,MW      2000 2115 SAVITZ 217 (Class),Main,,3,24,0,0,0,24,26
23161,SPAN,05101,  7,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH I,Ortiz  Katiria,MW      2000 2115 BUNCE 321 (Class),Main,,3,24,0,0,0,24,24
23162,SPAN,05101,  8,Full Term ... `17-JAN to 08-MAY,Day,SPANISH I,Mas Serna  Maria Esther,MW      1100 1215 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23096,SPAN,05101,  9,Full Term ... `17-JAN to 08-MAY,Day,SPANISH I,Cruz  Maria,TR      0930 1045 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23101,SPAN,05101, 10,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH I,Ortiz  Katiria,MW      1700 1815 RUCAB 113 (Class),Camden,,3,18,0,0,0,18,18
23099,SPAN,05101, 11,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH I,Guldin  Nubia,TR      1700 1815 BUNCE 109 (Class),Main,,3,24,0,0,0,24,30
23163,SPAN,05101, 12,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH I,STAFF,TR      1830 1945 BUNCE 205 (Class),Main,,3,22,0,0,0,22,24
23095,SPAN,05101, 13,Full Term ... `17-JAN to 08-MAY,Day,SPANISH I,Mas Serna  Maria Esther,TR      1230 1345 BUNCE 205 (Class),Main,,3,24,0,0,0,24,24
23126,SPAN,05102,  1,Full Term ... `17-JAN to 08-MAY,Day,SPANISH II Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Clark  Lynda-Nell I,TR      0800 0915 BUSN 131 (Class),Main,,3,24,0,0,0,24,40
23127,SPAN,05102,  2,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH II Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Mendoza  Abner M.,MW      1830 1945 BUNCE 205 (Class),Main,,3,24,0,0,0,24,24
23142,SPAN,05102,  3,Full Term ... `17-JAN to 08-MAY,Day,SPANISH II Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Madero  Roberto,MW      1230 1345 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23094,SPAN,05102,  4,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH II Prerequisite waiver available through placement test. Please contact mas@rowan.edu.`,Mendoza  Abner M.,MW      1700 1815 WILSON 204 (Class),Main,,3,24,0,0,0,24,24
23128,SPAN,05201,  1,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH III Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Reina-Nieves  Sara C.,TR      1830 1945 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23129,SPAN,05201,  2,Full Term ... `17-JAN to 08-MAY,Day,SPANISH III Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Clark  Lynda-Nell I,TR      0930 1045 BUSN 131 (Class),Main,,3,24,0,0,0,24,40
23130,SPAN,05201,  3,Full Term ... `17-JAN to 08-MAY,Evening,SPANISH III Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Reina-Nieves  Sara C.,TR      1700 1815 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23131,SPAN,05211,  1,Full Term ... `17-JAN to 08-MAY,Day,SPANISH RDG/CONVERS Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Mas Serna  Maria Esther,TR      1100 1215 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23132,SPAN,05211,  2,Full Term ... `17-JAN to 08-MAY,Day,SPANISH RDG/CONVERS Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Poteau  Christine E,MW      1530 1645 BUNCE 205 (Class),Main,,3,24,0,0,0,24,24
23133,SPAN,05212,  1,Full Term ... `17-JAN to 08-MAY,Day,SPANISH RDG & COMP Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Santos-Quinones  Lorena A.I.,TR      1530 1645 BUNCE 321 (Class),Main,,3,24,0,0,0,24,24
23134,SPAN,05212,  2,Full Term ... `17-JAN to 08-MAY,Day,SPANISH RDG & COMP Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Santos-Quinones  Lorena A.I.,MW      1400 1515 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23143,SPAN,05250,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO ANTHRO LINGUISTICS,Manley  Marilyn Suzanne,TR      1230 1345 BUNCE 321 (Class),Main,,3,9,0,0,0,9,24
23146,SPAN,05301,  1,Full Term ... `17-JAN to 08-MAY,Day,APPREC OF HISPANIC LITERATURE,Madero  Roberto,MW      1400 1515 BUNCE 321 (Class),Main,,3,24,0,0,0,24,24
23147,SPAN,05313,  1,Full Term ... `17-JAN to 08-MAY,Day,SPANISH FOR MEDICAL PERSONNEL,Kaplis-Hohwald  Laurie A.,TR      1400 1515 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23135,SPAN,05314,  1,Full Term ... `17-JAN to 08-MAY,Day,SPANISH FOR BUSINESS B Prerequisite waiver available through placement exam. Contact mas@rowan.edu.`,Poteau  Christine E,TR      1530 1645 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23148,SPAN,05320,  1,Full Term ... `17-JAN to 08-MAY,Day,SPANISH CIV & CULT,Kaplis-Hohwald  Laurie A.,TR      1100 1215 BUNCE 321 (Class),Main,,3,24,0,0,0,24,24
23149,SPAN,05383,  1,Full Term ... `17-JAN to 08-MAY,Day,SPAN-AMER SHORT STRY,Madero  Roberto,WF      0930 1045 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23151,SPAN,05400,  1,Full Term ... `17-JAN to 08-MAY,Day,HISTORY OF SPANISH LANGUAGE,Poteau  Christine E,TR      1230 1345 BUNCE 304 (Class),Main,,3,22,0,0,0,22,22
23152,SPAN,05411,  1,Full Term ... `17-JAN to 08-MAY,Day,ADV SPANISH CONVER,Manley  Marilyn Suzanne,MW      1230 1345 BUNCE 109 (Class),Main,,3,24,0,0,0,24,30
21823,SPAN,05440,  1,Full Term ... `17-JAN to 08-MAY,Day,ST FRN LNG:HOMAGE TO BARCELONA,Kaplis-Hohwald  Laurie A.,MW      1230 1345 BUNCE 321 (Class),Main,,3,6,0,0,0,6,24
22967,SPED,08130,  1,Department Session CGE Assist ... `17-JAN to 13-MAR,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Accardo  Amy L.,   ,Online,,3,25,0,0,0,25,
22968,SPED,08130,  2,Department Session CGE Assist ... `17-JAN to 13-MAR,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Sheppard  Mary Erin,   ,Online,,3,25,0,0,0,25,
22969,SPED,08130,  3,Department Session CGE Assist ... `17-JAN to 13-MAR,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Randel  Maryl Ann,   ,Online,,3,25,0,0,0,25,
22970,SPED,08130,  4,Department Session CGE Assist ... `17-JAN to 13-MAR,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Sebastian  Mary F.,   ,Online,,3,25,0,0,0,25,
22971,SPED,08130,  5,Department Session CGE Assist ... `17-JAN to 13-MAR,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Lee  Jiyeon,   ,Online,,3,25,0,0,0,25,
22972,SPED,08130,  6,Department Session CGE Assist ... `17-JAN to 13-MAR,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Atweh  Aziz Ghassan,   ,Online,,3,25,0,0,0,25,
22973,SPED,08130,  7,Department Session CGE Assist ... `14-MAR to 08-MAY,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Accardo  Amy L.,   ,Online,,3,25,0,0,0,25,
22974,SPED,08130,  8,Department Session CGE Assist ... `14-MAR to 08-MAY,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Randel  Maryl Ann,   ,Online,,3,25,0,0,0,25,
22975,SPED,08130,  9,Department Session CGE Assist ... `14-MAR to 08-MAY,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Vitalone Raccaro  Nancy A,   ,Online,,3,25,0,0,0,25,
22976,SPED,08130, 10,Department Session CGE Assist ... `14-MAR to 08-MAY,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Lippman  Ethel F.,   ,Online,,3,25,0,0,0,25,
22977,SPED,08130, 11,Department Session CGE Assist ... `14-MAR to 08-MAY,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Edwards  Nicole Megan,   ,Online,,3,25,0,0,0,25,
22978,SPED,08130, 12,Department Session CGE Assist ... `14-MAR to 08-MAY,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Atweh  Aziz Ghassan,   ,Online,,3,25,0,0,0,25,
22799,SPED,08130, 1C,CGCE Module Three Online ... `03-JAN to 27-FEB,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD & SCHOOL NURSING.`,Christman  Janet F.,   ,Online,,3,25,0,0,0,25,
22800,SPED,08130, 2C,CGCE Module Three Online ... `03-JAN to 27-FEB,Online,HUMAN EXCEPTIONALITY ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD & SCHOOL NURSING.`,Matthews  Kriston,   ,Online,,3,25,0,0,0,25,
23001,SPED,08307,  1,Full Term ... `17-JAN to 08-MAY,Evening,ASSESS STDS EXCPTNL LRN NDS,Lee  Jiyeon,W       1700 1815 JAMES 3102 (Class)`W       1830 1945 JAMES 3102 (Class),Main,,3,15,0,0,0,15,30
23069,SPED,08307, 1C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,ASSESS STDS EXCPTNL LRN NDS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Lee  Jiyeon,   ,Online,Materials `Required,3,25,0,0,0,25,
23002,SPED,08308,  1,Full Term ... `17-JAN to 08-MAY,Day,ASSIST TECH/TRANS PLANNING,Sheppard  Mary Erin,M       1100 1215 JAMES 3110 (Class)`M       1230 1345 JAMES 3110 (Class),Main,,3,10,0,0,0,10,36
23070,SPED,08308, 1C,CGCE Module Three Online ... `03-JAN to 27-FEB,Online,ASSIST TECH/TRANS PLANNING ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Sheppard  Mary Erin,   ,Online,Materials `Required,3,25,0,0,0,25,
22937,SPED,08316,  1,Full Term ... `17-JAN to 08-MAY,Day,DIFFERENTIATED INST INCL CLS,STAFF,   ,Main,,2,105,0,0,0,105,
22986,SPED,08316,  2,Full Term ... `17-JAN to 08-MAY,Day,DIFFER INST INCL CLS ELEM,Kluttz-Drye  Benita,R       0800 0940 JAMES 3091B (Class),Main,,2,0,0,0,0,0,36
22987,SPED,08316,  3,Full Term ... `17-JAN to 08-MAY,Day,DIFFER INST INCL CLS ELEM,Doorman  Diane B.,R       1400 1540 JAMES 3091B (Class),Main,,2,0,0,0,0,0,36
22988,SPED,08316,  4,Full Term ... `17-JAN to 08-MAY,Day,DIFFER INST INCL CLS ELEM,Doorman  Diane B.,F       0800 0940 JAMES 3091B (Class),Main,,2,0,0,0,0,0,36
22989,SPED,08316,  5,Full Term ... `17-JAN to 08-MAY,Day,DIFFER INST INCL CLS ELEM,STAFF,F       1200 1340 JAMES 3112 (Class),Main,,2,0,0,0,0,0,30
22990,SPED,08316,  6,Full Term ... `17-JAN to 08-MAY,Evening,DIFFER INST INCL CLS SME SPED,Randel  Maryl Ann,M       1700 1840 JAMES 3112 (Class),Main,,2,25,0,0,0,25,30
22991,SPED,08316,  7,Full Term ... `17-JAN to 08-MAY,Evening,DIFFER INST INCL CLS SME SPED,Kluttz-Drye  Benita,W       1700 1840 JAMES 3091B (Class),Main,,2,25,0,0,0,25,36
22963,SPED,08316,  8,Department Session CGE Assist ... `14-MAR to 08-MAY,Online,DIFFER INST INCL CLS ELEM ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Doorman  Diane B.,   ,Online,,2,0,0,0,0,0,
22954,SPED,08350,  1,Full Term ... `17-JAN to 08-MAY,Day,PRACT IN SPECIAL EDUCATION I,STAFF,   ,Off-campus,,1,20,0,0,0,20,
23071,SPED,08350, 1C,Full Term ... `17-JAN to 08-MAY,Day,PRACT IN SPECIAL EDUCATION I STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD.`,STAFF,   ,Off-campus,,1,25,0,0,0,25,
22955,SPED,08351,  1,Full Term ... `17-JAN to 08-MAY,Day,PRACT IN SPECIAL EDUCATION II,STAFF,   ,Off-campus,,1,20,0,0,0,20,
23072,SPED,08351, 1C,Full Term ... `17-JAN to 08-MAY,Day,PRACT IN SPECIAL EDUCATION II STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD.`,STAFF,   ,Off-campus,,1,25,0,0,0,25,
23003,SPED,08360,  1,Full Term ... `17-JAN to 08-MAY,Evening,POS BEH SPT SYS STU EX LR ND,Edwards  Nicole Megan,R       1700 1815 JAMES 3099 (Class)`R       1830 1945 JAMES 3099 (Class),Main,,3,15,0,0,0,15,30
23073,SPED,08360, 1C,CGCE Module Three Online ... `03-JAN to 27-FEB,Online,POS BEH SPT SYS STU EX LR ND ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTNESION POST-BAC TOSD.`,Cormier  Mary S,   ,Online,,3,25,0,0,0,25,
23004,SPED,08415,  1,Full Term ... `17-JAN to 08-MAY,Evening,SP INST STU EXPTNL LRN NDS,Shuff  Margaret,W       2000 2115 JAMES 3102 (Class)`W       2130 2245 JAMES 3102 (Class),Main,,3,15,0,0,0,15,30
23005,SPED,08415,  2,Full Term ... `17-JAN to 08-MAY,Evening,SP INST STU EXPTNL LRN NDS,Shuff  Margaret,R       1700 1815 JAMES 3102 (Class)`R       1830 1945 JAMES 3102 (Class),Main,,3,15,0,0,0,15,30
23074,SPED,08415, 1C,CGCE Module Four Online ... `28-FEB to 24-APR,Online,SP INST STU EXPTNL LRN NDS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Shuff  Margaret,   ,Online,,3,25,0,0,0,25,
23006,SPED,08445,  1,Full Term ... `17-JAN to 08-MAY,Evening,CLIN SEM SPECIAL EDUC,Shuff  Margaret,T       1700 1815 JAMES 3102 (Class)`T       1830 1945 JAMES 3102 (Class),Main,,2,25,0,0,0,25,30
23076,SPED,08445, 1C,Department Session CGE Assist ... `17-JAN to 13-MAR,Online,CLIN SEM SPECIAL EDUC ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION POST-BAC TOSD.`,Shuff  Margaret,   ,Online,,2,25,0,0,0,25,
22956,SPED,08450,  1,CGCE Module Three Online ... `03-JAN to 27-FEB,Day,CLIN PRAC SPECIAL EDUC,STAFF,   ,Off-campus,,4,50,0,0,0,50,
23078,SPED,08450, 1C,Department Session CGE Assist ... `17-JAN to 13-MAR,Day,CLIN PRAC SPECIAL EDUC STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION POST-BAC TOSD.`,STAFF,   ,Off-campus,,4,25,0,0,0,25,
22933,SPED,08520,  1,Department Session CGE Assist ... `17-JAN to 13-MAR,Day,CLIN EXP IN SPECIAL ED,STAFF,   ,Off-campus,,4,15,0,0,0,15,
23065,SPED,08520, 1C,Department Session CGE Assist ... `17-JAN to 13-MAR,Day,CLIN EXP IN SPECIAL ED STUDENTS WILL BE CONTACTED BY THE INSTRUCTOR REGARDING FIELD-PLACEMENT MEETINGS. FOR EXTENSION IIE PROGRAMS.`,STAFF,   ,Off-campus,,4,25,0,0,0,25,
22996,SPED,08555,  1,Full Term ... `17-JAN to 08-MAY,Evening,ED PSYCH EXCEPT LRNS,Elder  Brent Carson,R       1700 1815 JAMES 3091B (Class)`R       1830 1945 JAMES 3091B (Class),Main,,3,25,0,0,0,25,36
23066,SPED,08555, 1C,CGCE Module Three Online ... `03-JAN to 27-FEB,Online,ED PSYCH EXCEPT LRNS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION IIE PROGRAMS.`,Cormier  Mary S,   ,Online,,3,25,0,0,0,25,
23067,SPED,08555, 2C,CGCE Module Three Online ... `03-JAN to 27-FEB,Online,ED PSYCH EXCEPT LRNS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION IIE PROGRAMS.`,Herbst  John R.,   ,Online,,3,25,0,0,0,25,
22716,SPSY,06628,  1,Full Term ... `17-JAN to 08-MAY,Evening,PSCHOEDUC ASSES DTA-BSD DEC MK,STAFF,M       1700 1930 JAMES 1119 (Class),Main,,3,12,0,0,0,12,32
22717,SPSY,06628,  2,Full Term ... `17-JAN to 08-MAY,Evening,PSCHOEDUC ASSES DTA-BSD DEC MK,STAFF,M       1945 2215 JAMES 1119 (Class),Main,,3,12,0,0,0,12,32
22718,SPSY,06632,  1,Full Term ... `17-JAN to 08-MAY,Evening,SCHL PSY:CONSULT COLLAB INTERV,Williams  Barbara Bole,W       1700 1930 JAMES 1128 (Class),Main,,3,12,0,0,0,12,30
22720,SPSY,22623,  1,Full Term ... `17-JAN to 08-MAY,Evening,INTERNSHIP IN SCHOOL PSYCHOL,Williams  Barbara Bole,M       1945 2215 JAMES 1128 (Class),Main,,3,6,0,0,0,6,30
22725,SPSY,22630,  1,Full Term ... `17-JAN to 08-MAY,Evening,PRACTICUM SCHOOL PSYCHOLOGY,STAFF,T       1945 2215 JAMES 1119 (Class),Main,,3,6,0,0,0,6,32
22726,SPSY,22630,  2,Full Term ... `17-JAN to 08-MAY,Evening,PRACTICUM SCHOOL PSYCHOLOGY,STAFF,T       1945 2215 JAMES 1119 (Class),Main,,3,6,0,0,0,6,32
22727,SPSY,22630,  3,Full Term ... `17-JAN to 08-MAY,Evening,PRACTICUM SCHOOL PSYCHOLOGY,STAFF,T       1945 2215 JAMES 1119 (Class),Main,,3,6,0,0,0,6,32
22728,SPSY,22630,  4,Full Term ... `17-JAN to 08-MAY,Evening,PRACTICUM SCHOOL PSYCHOLOGY,STAFF,T       1945 2215 JAMES 1119 (Class),Main,,3,6,0,0,0,6,32
22721,SPSY,22634,  1,Full Term ... `17-JAN to 08-MAY,Evening,INTERNSHIP IN SCHOOL PSYCH,Williams  Barbara Bole,M       1945 2215 JAMES 1128 (Class),Main,,6,12,0,0,0,12,30
22723,SPSY,22634,  2,Full Term ... `17-JAN to 08-MAY,Evening,INTERNSHIP IN SCHOOL PSYCH,STAFF,M       1945 2215 JAMES 1128 (Class),Main,,6,6,0,0,0,6,30
22724,SPSY,22634,  3,Full Term ... `17-JAN to 08-MAY,Evening,INTERNSHIP IN SCHOOL PSYCH,STAFF,M       1945 2215 JAMES 1128 (Class),Main,,6,6,0,0,0,6,30
21656,STAT,02100,  1,Full Term ... `17-JAN to 08-MAY,Day,ELEMENTARY STATISTICS,STAFF,MW      1100 1215 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21657,STAT,02100,  2,Full Term ... `17-JAN to 08-MAY,Day,ELEMENTARY STATISTICS,STAFF,MW      0800 0915 JAMES 2101 (Class),Main,,3,36,0,0,0,36,36
21658,STAT,02100,  3,Full Term ... `17-JAN to 08-MAY,Evening,ELEMENTARY STATISTICS,STAFF,W       1830 1945 JAMES 2101 (Class)`W       2000 2115 JAMES 2101 (Class),Main,,3,36,0,0,0,36,36
21659,STAT,02100,  4,Full Term ... `17-JAN to 08-MAY,Evening,ELEMENTARY STATISTICS,STAFF,R       1830 1945 JAMES 2101 (Class)`R       2000 2115 JAMES 2101 (Class),Main,,3,36,0,0,0,36,36
21661,STAT,02100,  5,Full Term ... `17-JAN to 08-MAY,Online,ELEMENTARY STATISTICS ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,   ,Online,,3,30,0,0,0,30,
21703,STAT,02100,  6,Full Term ... `17-JAN to 08-MAY,Evening,ELEMENTARY STATISTICS,STAFF,M       1830 1945 RUCAB 113 (Class)`M       2000 2115 RUCAB 113 (Class),Camden,,3,18,0,0,0,18,18
21662,STAT,02260,  1,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,TR      0800 0915 JAMES 2102 (Class),Main,,3,36,0,0,0,36,36
21663,STAT,02260,  2,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,TR      1230 1345 JAMES 1115 (Class),Main,,3,36,0,0,0,36,36
21664,STAT,02260,  3,Full Term ... `17-JAN to 08-MAY,Evening,STATISTICS I,STAFF,MW      1830 1945 ENTPRZ 406 (Class),Main,,3,32,0,0,0,32,32
21667,STAT,02260,  4,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,TR      1400 1515 JAMES 1115 (Class),Main,,3,36,0,0,0,36,36
21669,STAT,02260,  5,Full Term ... `17-JAN to 08-MAY,Evening,STATISTICS I,STAFF,MW      1700 1815 ENTPRZ 406 (Class),Main,,3,32,0,0,0,32,32
21670,STAT,02260,  6,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,TR      0930 1045 ENTPRZ 406 (Class),Main,,3,32,0,0,0,32,32
21671,STAT,02260,  7,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,MW      1530 1645 ENTPRZ 406 (Class),Main,,3,32,0,0,0,32,32
21672,STAT,02260,  8,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,MW      1230 1345 ROBSON 212 (Class),Main,,3,36,0,0,0,36,40
21673,STAT,02260,  9,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,TR      1530 1645 ENTPRZ 406 (Class),Main,,3,32,0,0,0,32,32
21674,STAT,02260, 10,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,MW      1100 1215 JAMES 2101 (Class),Main,,3,36,0,0,0,36,36
21675,STAT,02260, 11,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,TR      1100 1215 JAMES 2101 (Class),Main,,3,36,0,0,0,36,36
21676,STAT,02260, 12,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS I,STAFF,MW      0800 0915 ROBSON 310 (Class),Main,,3,30,0,0,0,30,31
21677,STAT,02260, 13,Full Term ... `17-JAN to 08-MAY,Weekend,STATISTICS I,STAFF,S       0930 1045 ROBSON 212 (Class)`S       1100 1215 ROBSON 212 (Class),Main,,3,36,0,0,0,36,40
21678,STAT,02260, 14,Full Term ... `17-JAN to 08-MAY,Evening,STATISTICS I,STAFF,M       1830 1945 JAMES 2101 (Class)`M       2000 2115 JAMES 2101 (Class),Main,,3,36,0,0,0,36,36
21679,STAT,02260, 15,Full Term ... `17-JAN to 08-MAY,Online,STATISTICS I ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,   ,Online,,3,0,0,0,0,0,
21680,STAT,02261,  1,Full Term ... `17-JAN to 08-MAY,Day,STATISTICS II,STAFF,TR      0930 1045 ROBSON 312 (Class),Main,,3,25,0,0,0,25,25
